timestamp,open,high,low,close,volume,ticker
2024-03-01 15:55:00,179.76,179.79,179.55,179.63,2137079,AAPL
2024-03-01 15:50:00,179.655,179.8,179.57,179.765,1100663,AAPL
2024-03-01 15:45:00,179.64,179.73,179.57,179.655,622385,AAPL
2024-03-01 15:40:00,179.605,179.74,179.5,179.65,742784,AAPL
2024-03-01 15:35:00,179.49,179.62,179.465,179.6,526967,AAPL
2024-03-01 15:30:00,179.68,179.695,179.415,179.498,742332,AAPL
2024-03-01 15:25:00,179.64,179.756,179.63,179.68,504960,AAPL
2024-03-01 15:20:00,179.765,179.798,179.62,179.635,539639,AAPL
2024-03-01 15:15:00,179.775,179.79,179.55,179.77,592742,AAPL
2024-03-01 15:10:00,179.7,179.835,179.62,179.78,503428,AAPL
2024-03-01 15:05:00,179.77,179.93,179.63,179.7,595708,AAPL
2024-03-01 15:00:00,180.005,180.01,179.68,179.76,747357,AAPL
2024-03-01 14:55:00,179.97,180.06,179.92,180.005,549135,AAPL
2024-03-01 14:50:00,180.036,180.09,179.92,179.97,400959,AAPL
2024-03-01 14:45:00,179.95,180.04,179.9,180.039,463811,AAPL
2024-03-01 14:40:00,179.825,179.955,179.75,179.941,418302,AAPL
2024-03-01 14:35:00,179.957,179.99,179.82,179.829,541836,AAPL
2024-03-01 14:30:00,180.2,180.205,179.92,179.96,675849,AAPL
2024-03-01 14:25:00,179.99,180.22,179.95,180.2,627836,AAPL
2024-03-01 14:20:00,179.94,180.09,179.77,179.98,673096,AAPL
2024-03-01 14:15:00,179.82,180.09,179.786,179.94,887710,AAPL
2024-03-01 14:10:00,179.64,179.94,179.636,179.81,704300,AAPL
2024-03-01 14:05:00,179.485,179.675,179.46,179.645,737126,AAPL
2024-03-01 14:00:00,179.315,179.49,179.3,179.482,571159,AAPL
2024-03-01 13:55:00,179.166,179.32,179.11,179.32,405824,AAPL
2024-03-01 13:50:00,179.15,179.195,179.07,179.17,400878,AAPL
2024-03-01 13:45:00,179.205,179.27,179.1,179.15,521189,AAPL
2024-03-01 13:40:00,179.068,179.39,179.04,179.205,891323,AAPL
2024-03-01 13:35:00,178.73,179.08,178.69,179.07,804908,AAPL
2024-03-01 13:30:00,178.705,178.748,178.56,178.722,443592,AAPL
2024-03-01 13:25:00,178.556,178.777,178.54,178.7,591418,AAPL
2024-03-01 13:20:00,178.5,178.57,178.38,178.56,641758,AAPL
2024-03-01 13:15:00,178.76,178.8,178.445,178.491,546841,AAPL
2024-03-01 13:10:00,178.59,178.78,178.58,178.755,407527,AAPL
2024-03-01 13:05:00,178.42,178.67,178.38,178.589,460787,AAPL
2024-03-01 13:00:00,178.53,178.55,178.33,178.41,622413,AAPL
2024-03-01 12:55:00,178.495,178.66,178.49,178.524,736042,AAPL
2024-03-01 12:50:00,178.37,178.51,178.35,178.493,607023,AAPL
2024-03-01 12:45:00,178.216,178.37,178.12,178.37,630008,AAPL
2024-03-01 12:40:00,178.215,178.32,178.13,178.225,505367,AAPL
2024-03-01 12:35:00,178.01,179.07,177.95,178.211,597601,AAPL
2024-03-01 12:30:00,178.042,178.14,177.98,178.01,549646,AAPL
2024-03-01 12:25:00,177.785,178.07,177.75,178.04,790574,AAPL
2024-03-01 12:20:00,177.65,177.79,177.63,177.785,459763,AAPL
2024-03-01 12:15:00,177.625,177.72,177.57,177.646,557720,AAPL
2024-03-01 12:10:00,177.465,177.65,177.43,177.63,758226,AAPL
2024-03-01 12:05:00,177.57,177.58,177.38,177.465,1003766,AAPL
2024-03-01 12:00:00,177.935,177.935,177.55,177.58,793607,AAPL
2024-03-01 11:55:00,177.97,178.02,177.88,177.935,533357,AAPL
2024-03-01 11:50:00,177.91,178.07,177.82,177.965,795960,AAPL
2024-03-01 11:45:00,177.824,177.94,177.72,177.915,623254,AAPL
2024-03-01 11:40:00,177.87,177.93,177.77,177.82,684041,AAPL
2024-03-01 11:35:00,178.11,178.14,177.84,177.865,638542,AAPL
2024-03-01 11:30:00,178.23,178.25,177.95,178.115,535465,AAPL
2024-03-01 11:25:00,178.115,178.26,178.08,178.23,488502,AAPL
2024-03-01 11:20:00,178.25,178.445,178.1,178.115,760636,AAPL
2024-03-01 11:15:00,178.06,178.255,177.93,178.253,677460,AAPL
2024-03-01 11:10:00,178.34,178.37,178.01,178.051,753102,AAPL
2024-03-01 11:05:00,178.19,178.47,178.04,178.35,964423,AAPL
2024-03-01 11:00:00,178.295,178.39,178.14,178.194,788939,AAPL
2024-03-01 10:55:00,178.155,178.38,178.02,178.295,1016052,AAPL
2024-03-01 10:50:00,177.95,178.17,177.67,178.151,1199979,AAPL
2024-03-01 10:45:00,178.225,178.38,177.88,177.95,1022213,AAPL
2024-03-01 10:40:00,177.882,178.37,177.85,178.23,1060955,AAPL
2024-03-01 10:35:00,177.891,178.17,177.84,177.88,1213723,AAPL
2024-03-01 10:30:00,178.31,178.47,177.88,177.891,1658865,AAPL
2024-03-01 10:25:00,178.46,178.63,178.296,178.308,1055893,AAPL
2024-03-01 10:20:00,178.782,178.791,178.32,178.453,1385374,AAPL
2024-03-01 10:15:00,178.925,179.25,178.78,178.78,2378158,AAPL
2024-03-01 10:10:00,179.1,179.35,178.92,178.93,764034,AAPL
2024-03-01 10:05:00,179.089,179.19,178.81,179.1,1435809,AAPL
2024-03-01 10:00:00,179.24,180.4,179.01,179.08,1462317,AAPL
2024-03-01 09:55:00,179.395,179.45,179.06,179.245,1034307,AAPL
2024-03-01 09:50:00,179.75,179.9,179.37,179.38,1314249,AAPL
2024-03-01 09:45:00,180.05,180.22,179.69,179.745,1846768,AAPL
2024-03-01 09:40:00,180.08,180.39,180.0,180.06,1047427,AAPL
2024-03-01 09:35:00,180.336,180.433,180.0,180.075,925062,AAPL
2024-03-01 09:30:00,179.55,180.53,179.53,180.345,2827792,AAPL
2024-03-01 09:25:00,179.43,179.65,179.17,179.58,98188,AAPL
2024-03-01 09:20:00,179.55,179.6,179.41,179.45,40181,AAPL
2024-03-01 09:15:00,179.6,181.99,179.51,179.55,21857,AAPL
2024-03-01 09:10:00,179.64,179.65,179.52,179.58,26894,AAPL
2024-03-01 09:05:00,179.56,179.65,179.52,179.63,23169,AAPL
2024-03-01 09:00:00,179.6,179.65,179.52,179.55,24170,AAPL
2024-03-01 08:55:00,179.58,179.65,179.51,179.6,22045,AAPL
2024-03-01 08:50:00,179.685,179.7,179.58,179.58,14632,AAPL
2024-03-01 08:45:00,179.59,179.79,179.57,179.685,21771,AAPL
2024-03-01 08:40:00,179.59,179.68,179.51,179.648,17279,AAPL
2024-03-01 08:35:00,179.7,179.79,179.51,179.61,28905,AAPL
2024-03-01 08:30:00,179.79,179.84,179.68,179.7,14450,AAPL
2024-03-01 08:25:00,179.755,179.84,179.627,179.79,43499,AAPL
2024-03-01 08:20:00,180.01,180.03,179.75,179.77,32723,AAPL
2024-03-01 08:15:00,180.11,180.14,179.98,180.01,24640,AAPL
2024-03-01 08:10:00,180.15,180.75,180.07,180.11,13876,AAPL
2024-03-01 08:05:00,180.98,181.3,179.99,180.13,17467,AAPL
2024-03-01 08:00:00,179.29,181.31,178.723,181.25,95235,AAPL
2024-03-01 07:55:00,180.09,180.12,179.9,180.07,15019,AAPL
2024-03-01 07:50:00,179.87,180.12,179.86,180.09,26597,AAPL
2024-03-01 07:45:00,179.73,179.87,179.73,179.87,10539,AAPL
2024-03-01 07:40:00,179.72,179.74,179.63,179.7,5220,AAPL
2024-03-01 07:35:00,179.68,179.79,179.58,179.7,6589,AAPL
2024-03-01 07:30:00,179.85,179.9,179.55,179.67,20617,AAPL
2024-03-01 07:25:00,179.55,179.88,179.55,179.85,10451,AAPL
2024-03-01 07:20:00,179.82,179.93,179.48,179.57,31635,AAPL
2024-03-01 07:15:00,179.42,179.88,179.33,179.84,64009,AAPL
2024-03-01 07:10:00,179.43,179.45,179.35,179.44,7881,AAPL
2024-03-01 07:05:00,179.38,179.47,179.35,179.45,29751,AAPL
2024-03-01 07:00:00,179.17,179.45,179.14,179.4,29831,AAPL
2024-03-01 06:55:00,179.37,179.4,179.1,179.14,5738,AAPL
2024-03-01 06:50:00,179.13,179.45,179.05,179.38,30879,AAPL
2024-03-01 06:45:00,179.03,179.13,179.01,179.13,7998,AAPL
2024-03-01 06:40:00,178.97,179.03,178.95,179.03,4540,AAPL
2024-03-01 06:35:00,179.05,179.1,178.95,178.97,4702,AAPL
2024-03-01 06:30:00,178.93,179.07,178.92,179.04,3625,AAPL
2024-03-01 06:25:00,178.93,179.05,178.85,178.93,8018,AAPL
2024-03-01 06:20:00,178.86,179.19,178.85,178.94,13493,AAPL
2024-03-01 06:15:00,178.85,178.9,178.85,178.87,18224,AAPL
2024-03-01 06:10:00,178.78,178.87,178.71,178.85,13464,AAPL
2024-03-01 06:05:00,178.84,178.87,178.75,178.78,4683,AAPL
2024-03-01 06:00:00,178.88,178.9,178.75,178.84,12211,AAPL
2024-03-01 05:55:00,178.93,179.0,178.85,178.89,8007,AAPL
2024-03-01 05:50:00,179.17,179.27,178.9,178.9,8624,AAPL
2024-03-01 05:45:00,179.07,179.18,179.01,179.17,4592,AAPL
2024-03-01 05:40:00,179.36,179.39,179.02,179.06,7406,AAPL
2024-03-01 05:35:00,179.37,179.44,179.24,179.36,4441,AAPL
2024-03-01 05:30:00,179.08,179.36,179.02,179.36,9892,AAPL
2024-03-01 05:25:00,178.9,179.28,178.65,179.02,27357,AAPL
2024-03-01 05:20:00,179.4,179.6,178.9,178.9,36733,AAPL
2024-03-01 05:15:00,179.3,179.77,179.01,179.4,40293,AAPL
2024-03-01 05:10:00,180.54,180.57,178.78,179.27,55629,AAPL
2024-03-01 05:05:00,180.53,180.59,180.28,180.52,13416,AAPL
2024-03-01 05:00:00,180.79,180.79,180.54,180.54,5708,AAPL
2024-03-01 04:55:00,180.85,180.85,180.78,180.79,1399,AAPL
2024-03-01 04:50:00,180.88,180.88,180.84,180.85,778,AAPL
2024-03-01 04:45:00,180.88,180.88,180.82,180.85,829,AAPL
2024-03-01 04:40:00,180.82,180.88,180.82,180.88,376,AAPL
2024-03-01 04:35:00,180.84,180.86,180.78,180.82,857,AAPL
2024-03-01 04:30:00,180.7,180.88,180.64,180.81,2704,AAPL
2024-03-01 04:25:00,180.97,180.97,180.62,180.7,3175,AAPL
2024-03-01 04:20:00,181.17,181.18,180.86,180.94,2201,AAPL
2024-03-01 04:15:00,181.16,181.2,181.13,181.17,1894,AAPL
2024-03-01 04:10:00,180.89,181.25,180.87,181.2,4927,AAPL
2024-03-01 04:05:00,180.85,180.9,180.75,180.88,1948,AAPL
2024-03-01 04:00:00,180.6,181.32,180.6,180.88,6003,AAPL
2024-02-29 19:55:00,180.64,180.66,180.6,180.615,3257,AAPL
2024-02-29 19:50:00,180.64,180.65,180.6,180.63,2015,AAPL
2024-02-29 19:45:00,180.65,180.67,180.57,180.61,2880,AAPL
2024-02-29 19:40:00,180.57,180.65,180.57,180.65,1437,AAPL
2024-02-29 19:35:00,180.615,180.65,180.55,180.59,1228,AAPL
2024-02-29 19:30:00,180.63,180.67,180.5,180.61,2830,AAPL
2024-02-29 19:25:00,180.65,180.68,180.62,180.64,608,AAPL
2024-02-29 19:20:00,180.65,180.68,180.55,180.68,1012,AAPL
2024-02-29 19:15:00,180.54,180.68,180.52,180.62,11511,AAPL
2024-02-29 19:10:00,180.52,180.56,180.41,180.54,3668,AAPL
2024-02-29 19:05:00,180.47,180.52,180.32,180.51,9055,AAPL
2024-02-29 19:00:00,180.3,180.49,180.29,180.44,2789,AAPL
2024-02-29 18:55:00,180.26,180.38,180.26,180.295,1031,AAPL
2024-02-29 18:50:00,180.35,180.39,180.21,180.33,4603,AAPL
2024-02-29 18:45:00,180.26,180.4,180.26,180.3,889,AAPL
2024-02-29 18:40:00,180.29,180.45,180.24,180.4,1457,AAPL
2024-02-29 18:35:00,180.28,180.3,180.21,180.27,2894,AAPL
2024-02-29 18:30:00,180.24,180.27,180.2,180.27,3267,AAPL
2024-02-29 18:25:00,180.3,180.3,180.2,180.25,7482,AAPL
2024-02-29 18:20:00,180.49,180.51,180.2,180.3,13107,AAPL
2024-02-29 18:15:00,180.6,180.6,180.41,180.485,9686,AAPL
2024-02-29 18:10:00,180.62,180.62,180.56,180.6,1388,AAPL
2024-02-29 18:05:00,180.6,180.67,180.56,180.62,6319,AAPL
2024-02-29 18:00:00,180.6,180.65,180.55,180.58,7740,AAPL
2024-02-29 17:55:00,180.62,180.68,180.6,180.6,2611,AAPL
2024-02-29 17:50:00,180.62,180.67,180.61,180.61,4031,AAPL
2024-02-29 17:45:00,180.62,180.67,180.61,180.645,3559,AAPL
2024-02-29 17:40:00,180.55,180.62,180.51,180.61,6502,AAPL
2024-02-29 17:35:00,180.575,180.68,180.5,180.55,10336,AAPL
2024-02-29 17:30:00,180.775,180.8,180.5,180.55,701323,AAPL
2024-02-29 17:25:00,180.765,180.84,180.73,180.8,1463,AAPL
2024-02-29 17:20:00,180.75,180.8,180.7,180.8,1491,AAPL
2024-02-29 17:15:00,180.85,180.87,180.7,180.7,8114,AAPL
2024-02-29 17:10:00,180.83,180.83,180.79,180.83,1435,AAPL
2024-02-29 17:05:00,180.89,180.89,180.75,180.8,167948,AAPL
2024-02-29 17:00:00,180.84,180.92,180.84,180.875,4193,AAPL
2024-02-29 16:55:00,180.81,189.922,168.519,180.89,7907,AAPL
2024-02-29 16:50:00,180.785,180.84,174.463,180.805,5310,AAPL
2024-02-29 16:45:00,180.83,180.86,180.72,180.785,10314,AAPL
2024-02-29 16:40:00,180.89,180.95,180.8,180.83,17336,AAPL
2024-02-29 16:35:00,180.9,180.92,180.75,180.89,31455,AAPL
2024-02-29 16:30:00,180.9,180.91,180.75,180.91,314640,AAPL
2024-02-29 16:25:00,180.84,180.96,180.795,180.9,25906,AAPL
2024-02-29 16:20:00,180.715,180.88,180.65,180.84,57472,AAPL
2024-02-29 16:15:00,180.75,180.755,180.59,180.72,120098,AAPL
2024-02-29 16:10:00,180.63,180.759,180.59,180.64,6446847,AAPL
2024-02-29 16:05:00,180.53,180.757,180.3,180.64,1560719,AAPL
2024-02-29 16:00:00,180.73,180.77,180.35,180.54,118918767,AAPL
2024-02-29 15:55:00,179.99,180.96,179.75,180.77,4984110,AAPL
2024-02-29 15:50:00,180.08,181.11,179.57,180.01,4695744,AAPL
2024-02-29 15:45:00,180.23,180.36,180.05,180.075,1275272,AAPL
2024-02-29 15:40:00,180.46,180.58,180.22,180.233,924323,AAPL
2024-02-29 15:35:00,180.505,180.57,180.41,180.46,586132,AAPL
2024-02-29 15:30:00,180.585,180.645,180.36,180.5,755612,AAPL
2024-02-29 15:25:00,180.495,180.7,180.48,180.585,754943,AAPL
2024-02-29 15:20:00,180.35,180.495,180.24,180.495,637061,AAPL
2024-02-29 15:15:00,180.235,180.365,180.19,180.345,625385,AAPL
2024-02-29 15:10:00,180.345,180.38,180.23,180.23,622493,AAPL
2024-02-29 15:05:00,180.29,180.35,180.205,180.35,441162,AAPL
2024-02-29 15:00:00,180.2,180.33,180.195,180.29,498774,AAPL
2024-02-29 14:55:00,180.09,180.2,180.06,180.2,453673,AAPL
2024-02-29 14:50:00,180.03,180.1,180.02,180.085,498742,AAPL
2024-02-29 14:45:00,179.94,180.05,179.86,180.035,515633,AAPL
2024-02-29 14:40:00,180.155,180.16,179.93,179.94,517823,AAPL
2024-02-29 14:35:00,180.188,180.21,180.12,180.15,290342,AAPL
2024-02-29 14:30:00,180.12,180.24,180.075,180.185,390566,AAPL
2024-02-29 14:25:00,180.25,180.26,180.02,180.11,450281,AAPL
2024-02-29 14:20:00,180.46,180.48,180.25,180.26,451844,AAPL
2024-02-29 14:15:00,180.365,180.49,180.31,180.45,466243,AAPL
2024-02-29 14:10:00,180.39,180.46,180.265,180.365,791250,AAPL
2024-02-29 14:05:00,180.105,180.399,180.03,180.395,576871,AAPL
2024-02-29 14:00:00,180.085,180.245,179.98,180.105,496569,AAPL
2024-02-29 13:55:00,180.012,180.175,179.95,180.085,521535,AAPL
2024-02-29 13:50:00,179.76,180.04,179.75,180.015,627943,AAPL
2024-02-29 13:45:00,180.01,180.015,179.68,179.769,656314,AAPL
2024-02-29 13:40:00,180.15,180.18,179.915,180.01,581882,AAPL
2024-02-29 13:35:00,180.205,180.32,180.07,180.145,479935,AAPL
2024-02-29 13:30:00,180.38,180.41,180.18,180.21,446925,AAPL
2024-02-29 13:25:00,180.535,180.535,180.365,180.38,436302,AAPL
2024-02-29 13:20:00,180.53,180.63,180.43,180.536,461610,AAPL
2024-02-29 13:15:00,180.56,180.58,180.33,180.54,478656,AAPL
2024-02-29 13:10:00,180.375,180.6,180.36,180.56,392413,AAPL
2024-02-29 13:05:00,180.4,180.8,180.27,180.379,739184,AAPL
2024-02-29 13:00:00,180.145,180.43,180.14,180.41,567680,AAPL
2024-02-29 12:55:00,180.082,180.18,180.04,180.145,509040,AAPL
2024-02-29 12:50:00,179.845,180.1,179.69,180.08,611301,AAPL
2024-02-29 12:45:00,179.77,179.855,179.67,179.85,511471,AAPL
2024-02-29 12:40:00,179.81,179.875,179.75,179.765,2022279,AAPL
2024-02-29 12:35:00,179.725,179.83,179.65,179.805,541251,AAPL
2024-02-29 12:30:00,179.82,179.875,179.7,179.715,524863,AAPL
2024-02-29 12:25:00,180.015,180.05,179.802,179.82,593001,AAPL
2024-02-29 12:20:00,180.085,180.16,179.98,180.01,397826,AAPL
2024-02-29 12:15:00,180.165,180.195,179.97,180.08,467936,AAPL
2024-02-29 12:10:00,180.105,180.245,180.07,180.16,420881,AAPL
2024-02-29 12:05:00,180.155,180.24,180.05,180.105,459691,AAPL
2024-02-29 12:00:00,180.105,180.31,180.01,180.16,548753,AAPL
2024-02-29 11:55:00,180.125,180.165,179.98,180.11,529423,AAPL
2024-02-29 11:50:00,179.94,180.2,179.88,180.12,714046,AAPL
2024-02-29 11:45:00,179.802,179.98,179.63,179.933,730653,AAPL
2024-02-29 11:40:00,179.795,179.91,179.53,179.805,1099517,AAPL
2024-02-29 11:35:00,180.225,180.39,179.75,179.79,1604358,AAPL
2024-02-29 11:30:00,180.425,180.43,180.21,180.22,583486,AAPL
2024-02-29 11:25:00,180.605,180.72,180.42,180.43,566176,AAPL
2024-02-29 11:20:00,180.61,180.63,180.49,180.6,516628,AAPL
2024-02-29 11:15:00,180.631,180.645,180.51,180.62,526022,AAPL
2024-02-29 11:10:00,180.645,180.74,180.52,180.64,601529,AAPL
2024-02-29 11:05:00,180.767,180.89,180.63,180.647,538942,AAPL
2024-02-29 11:00:00,180.955,180.965,180.715,180.77,535338,AAPL
2024-02-29 10:55:00,180.88,180.97,180.71,180.95,638381,AAPL
2024-02-29 10:50:00,181.26,181.34,180.83,180.885,679917,AAPL
2024-02-29 10:45:00,181.04,181.29,180.95,181.26,726825,AAPL
2024-02-29 10:40:00,181.51,181.519,180.96,181.032,889340,AAPL
2024-02-29 10:35:00,181.695,181.708,181.49,181.505,478731,AAPL
2024-02-29 10:30:00,181.625,181.71,181.44,181.69,580593,AAPL
2024-02-29 10:25:00,181.565,181.74,181.442,181.62,640037,AAPL
2024-02-29 10:20:00,181.51,181.79,181.465,181.565,740271,AAPL
2024-02-29 10:15:00,181.45,181.588,181.335,181.505,720822,AAPL
2024-02-29 10:10:00,181.645,181.645,181.29,181.45,984701,AAPL
2024-02-29 10:05:00,181.9,182.07,181.58,181.66,677081,AAPL
2024-02-29 10:00:00,181.5,182.135,181.48,181.898,946437,AAPL
2024-02-29 09:55:00,181.57,181.975,181.44,181.5,876994,AAPL
2024-02-29 09:50:00,181.585,181.72,181.5,181.58,622990,AAPL
2024-02-29 09:45:00,181.64,181.85,181.38,181.58,962431,AAPL
2024-02-29 09:40:00,181.512,181.69,181.18,181.645,1329336,AAPL
2024-02-29 09:35:00,182.11,182.39,181.49,181.51,1047182,AAPL
2024-02-29 09:30:00,181.27,182.57,181.17,182.095,2391481,AAPL
2024-02-29 09:25:00,181.46,181.47,181.0,181.25,93334,AAPL
2024-02-29 09:20:00,181.37,181.48,181.34,181.48,21222,AAPL
2024-02-29 09:15:00,181.371,181.4,181.34,181.355,24787,AAPL
2024-02-29 09:10:00,181.43,181.45,181.35,181.37,30029,AAPL
2024-02-29 09:05:00,181.49,181.5,181.42,181.435,43116,AAPL
2024-02-29 09:00:00,181.7,181.7,181.466,181.5,22499,AAPL
2024-02-29 08:55:00,181.75,181.84,181.578,181.7,20694,AAPL
2024-02-29 08:50:00,181.6,181.85,181.51,181.77,29232,AAPL
2024-02-29 08:45:00,181.72,181.84,180.795,181.57,32777,AAPL
2024-02-29 08:40:00,181.66,181.72,181.5,181.72,36272,AAPL
2024-02-29 08:35:00,181.49,181.87,181.49,181.66,52597,AAPL
2024-02-29 08:30:00,180.57,181.54,180.57,181.5,70348,AAPL
2024-02-29 08:25:00,180.603,180.65,180.5,180.57,5338,AAPL
2024-02-29 08:20:00,180.57,180.65,180.54,180.6,5309,AAPL
2024-02-29 08:15:00,180.476,180.58,180.44,180.55,22664,AAPL
2024-02-29 08:10:00,180.475,180.48,180.45,180.48,5305,AAPL
2024-02-29 08:05:00,181.21,181.42,180.44,180.48,11418,AAPL
2024-02-29 08:00:00,180.92,181.49,180.354,181.0,61503,AAPL
2024-02-29 07:55:00,180.41,180.54,180.4,180.52,5179,AAPL
2024-02-29 07:50:00,180.51,180.52,180.4,180.43,5258,AAPL
2024-02-29 07:45:00,180.52,180.58,180.52,180.52,2588,AAPL
2024-02-29 07:40:00,180.63,180.63,180.5,180.53,6487,AAPL
2024-02-29 07:35:00,180.65,180.69,180.62,180.63,2150,AAPL
2024-02-29 07:30:00,180.65,180.69,180.6,180.63,1844,AAPL
2024-02-29 07:25:00,180.75,180.75,180.61,180.65,3027,AAPL
2024-02-29 07:20:00,180.77,180.78,180.6,180.75,2508,AAPL
2024-02-29 07:15:00,180.85,180.89,180.75,180.77,3000,AAPL
2024-02-29 07:10:00,180.91,180.96,180.83,180.84,1451,AAPL
2024-02-29 07:05:00,180.9,180.93,180.82,180.86,1791,AAPL
2024-02-29 07:00:00,180.92,181.0,180.82,180.91,9163,AAPL
2024-02-29 06:55:00,180.89,180.96,180.87,180.91,1614,AAPL
2024-02-29 06:50:00,180.85,180.9,180.82,180.9,1172,AAPL
2024-02-29 06:45:00,180.77,180.86,180.76,180.84,1346,AAPL
2024-02-29 06:40:00,180.8,180.8,180.76,180.78,276,AAPL
2024-02-29 06:35:00,180.76,180.94,180.7,180.8,2775,AAPL
2024-02-29 06:30:00,180.75,180.77,180.72,180.77,434,AAPL
2024-02-29 06:25:00,180.77,180.77,180.71,180.73,680,AAPL
2024-02-29 06:20:00,180.85,180.87,180.73,180.77,760,AAPL
2024-02-29 06:15:00,180.92,180.94,180.84,180.85,284,AAPL
2024-02-29 06:10:00,180.85,180.97,180.85,180.95,2148,AAPL
2024-02-29 06:05:00,180.83,180.9,180.81,180.89,2435,AAPL
2024-02-29 06:00:00,180.81,180.82,180.73,180.8,1480,AAPL
2024-02-29 05:55:00,180.7,180.82,180.69,180.8,1995,AAPL
2024-02-29 05:50:00,180.71,180.8,180.67,180.67,721,AAPL
2024-02-29 05:45:00,180.75,180.89,180.64,180.8,5115,AAPL
2024-02-29 05:40:00,180.63,180.76,180.63,180.75,565,AAPL
2024-02-29 05:35:00,180.37,181.21,180.36,180.62,25665,AAPL
2024-02-29 05:30:00,180.52,180.53,180.37,180.38,9023,AAPL
2024-02-29 05:25:00,180.43,180.55,180.29,180.55,5707,AAPL
2024-02-29 05:20:00,180.71,180.71,180.4,180.45,13635,AAPL
2024-02-29 05:15:00,180.9,180.9,180.7,180.72,1022,AAPL
2024-02-29 05:10:00,180.92,180.97,180.9,180.9,1999,AAPL
2024-02-29 05:05:00,181.0,181.02,180.92,180.92,746,AAPL
2024-02-29 05:00:00,180.96,181.05,180.95,181.0,1029,AAPL
2024-02-29 04:55:00,181.0,181.01,180.95,180.97,649,AAPL
2024-02-29 04:50:00,181.08,181.12,180.95,181.0,987,AAPL
2024-02-29 04:45:00,180.97,181.09,180.97,181.07,2707,AAPL
2024-02-29 04:40:00,180.94,180.95,180.91,180.95,714,AAPL
